customer_id;first_name;last_name;gender;DOB;job_title_id;job_industry_category_id;wealth_segment_id;deceased_indicator;owns_car;address;postcode_id;property_valuation
1895;Leese;Lohan;Female;1975-09-02;156;6;3;N;No;0306 Donald Court;767;1
1896;Garald;Brasner;Male;1995-04-30;47;7;1;N;No;3762 Victoria Alley;831;6
1897;Cosette;Callar;Female;1997-08-20;42;7;3;N;Yes;3 Manley Crossing;827;6
1898;Katalin;Mantz;Female;1979-11-24;118;6;2;N;Yes;36866 Summit Point;739;9
1899;Lambert;Vardey;Male;1997-09-02;#Н/Д;9;2;N;Yes;9 Pearson Plaza;626;7
1900;Noland;Larder;Male;1980-08-15;140;3;2;N;Yes;7450 Prairie Rose Drive;453;1
1901;Vail;Southernwood;Male;1977-08-22;13;1;2;N;No;83975 Rowland Place;160;6
1902;Camille;Vallintine;Female;1964-12-01;23;3;3;N;Yes;01 Weeping Birch Plaza;379;4
1903;Tucky;Pizzie;Male;1973-11-20;47;7;1;N;Yes;738 Dixon Drive;368;8
1904;Nert;Muglestone;Female;1978-01-25;156;5;1;N;Yes;5766 Pearson Court;216;8
1905;Corabelle;;Female;1953-09-17;29;6;2;N;No;9 Shelley Center;165;7
1906;Waylan;Katte;Male;1988-04-24;42;9;3;N;No;07273 Sundown Trail;284;2
1907;Lind;Dredge;Male;1974-11-04;158;4;1;N;No;2 Maryland Drive;895;7
1908;Jaquelyn;Workman;Female;1963-12-10;29;3;1;N;Yes;3 Roth Place;305;2
1909;Drucill;Laurand;Female;1984-12-11;50;1;2;N;Yes;81856 Express Lane;254;6
1910;Yovonnda;Warrior;Female;1959-07-13;92;8;1;N;Yes;5 Porter Road;803;6
1911;Hallsy;De Leek;Male;1980-06-08;18;6;3;N;No;59 Waywood Road;612;8
1912;Hall;Grouer;Male;1992-11-04;1;6;1;N;No;6838 Anniversary Junction;322;4
1913;Tamiko;Fergie;Female;1973-11-02;164;4;3;N;Yes;90128 Caliangt Place;322;4
1914;Clyve;Sandwick;Male;1968-06-21;63;3;3;N;No;504 Mesta Lane;232;8
1915;Dusty;Tesimon;Female;1953-10-12;177;4;3;N;Yes;9 Utah Road;875;8
1916;Redd;O'Crowley;Male;1995-03-05;77;9;1;N;Yes;00213 Atwood Pass;279;1
1917;Raquela;Schimpke;Female;1973-07-28;55;1;2;N;Yes;7230 Montana Place;432;9
1918;Devin;Sandeson;U;;152;5;2;N;No;51763 Carey Place;508;7
1919;Bartie;Hartburn;Male;1960-12-23;63;1;3;N;Yes;4 Susan Center;618;9
1920;Rutter;Marlen;Male;1988-01-06;141;3;3;N;No;745 Troy Avenue;424;9
1921;Cybill;Wakes;Female;1982-12-03;99;7;3;N;No;6 Upham Place;942;7
1922;Ailene;Tomkies;Female;1969-11-11;150;7;1;N;Yes;34694 Sugar Place;971;5
1923;Immanuel;Farlamb;Male;1970-08-23;169;4;3;N;No;26876 Lyons Court;614;10
1924;Eolande;Kauscher;Female;1965-12-01;63;7;3;N;Yes;8308 Linden Place;364;9
1925;Amaleta;Dickens;Female;1982-01-28;#Н/Д;7;3;N;Yes;32708 Bluestem Alley;792;7
1926;Stefano;Menhenitt;Male;1957-11-15;142;3;1;N;Yes;3542 Arkansas Place;696;1
1927;Masha;Bibbie;Female;1975-07-15;56;6;2;N;Yes;642 Anderson Circle;856;5
1928;Sully;Dorling;Male;1977-09-24;185;6;1;N;Yes;8318 Continental Alley;625;7
1929;Elka;Crossgrove;Female;1986-10-12;166;4;2;N;No;7202 Prairieview Court;209;11
1930;Ambrose;Bleasby;Male;1996-06-14;150;6;1;N;No;64610 Sachtjen Center;368;10
1931;Boris;Syres;Male;1973-11-06;53;4;2;N;No;53 Muir Terrace;165;8
1932;Sybila;Enefer;Female;1977-01-03;84;2;2;N;Yes;710 Schiller Plaza;686;1
1933;Ephraim;Fulep;Male;1980-09-10;183;6;2;N;No;698 Old Gate Lane;376;3
1934;Bryant;Tordiffe;Male;1963-01-17;75;7;2;N;Yes;4 Golden Leaf Road;960;2
1935;Galvan;;Male;1974-11-13;55;7;3;N;No;1979 Arapahoe Trail;963;3
1936;Gisella;Scad;Female;1964-07-08;31;6;3;N;Yes;1 Vernon Terrace;894;6
1937;Renaud;Gahagan;Male;1974-01-08;86;4;3;N;No;79862 Darwin Crossing;885;8
1938;Austin;Toopin;U;;106;5;3;N;Yes;184 Hoepker Way;179;9
1939;Pierce;Cheke;Male;1992-05-03;139;7;3;N;Yes;40 New Castle Avenue;40;11
1940;Gabriellia;Coulter;Female;1977-03-02;93;6;1;N;Yes;9525 Johnson Place;642;8
1941;Dmitri;Eleshenar;Male;1992-05-23;84;2;3;N;No;8 Pearson Trail;160;9
1942;Abe;Townby;Male;1987-01-08;134;3;1;N;No;53 Dakota Court;22;9
1943;Armstrong;Style;Male;1985-10-03;142;3;2;N;Yes;4262 Melvin Avenue;412;8
1944;Gregory;Balchin;Male;1980-07-30;45;1;1;N;Yes;4415 Dwight Center;341;7
1945;Griffin;Gisbourn;Male;1978-07-10;149;7;1;N;Yes;1197 Carey Junction;238;7
1946;Brannon;Gladman;Male;1959-01-04;61;7;3;N;No;227 Havey Trail;439;6
1947;Gretta;Patrone;Female;1963-12-11;26;10;2;N;Yes;2 Manufacturers Parkway;653;6
1948;Elizabeth;Applewhaite;Female;1964-06-08;#Н/Д;2;3;N;No;9175 Stephen Drive;813;8
1949;Onida;Cockshot;Female;1954-05-10;32;6;3;N;No;299 Pine View Parkway;563;12
1950;Berne;Fulkes;Male;1963-10-07;95;6;2;N;Yes;71 Orin Crossing;147;9
1951;Rockie;MacCosty;Male;2000-06-07;82;6;3;N;Yes;134 Knutson Street;239;9
1952;Patrica;Donativo;Female;1974-01-29;132;4;3;N;Yes;37 Mockingbird Street;804;3
1953;Luisa;McGlue;Female;1978-06-05;131;3;1;N;No;00969 Gale Way;555;10
1954;Greg;Iacovo;Male;1967-11-29;158;6;2;N;No;05665 Dottie Circle;75;11
1955;Thornton;Vereker;Male;1980-11-22;22;7;3;N;No;83 Wayridge Circle;859;9
1956;Omero;Murra;Male;1994-07-08;123;4;2;N;Yes;8 Carioca Terrace;800;8
1957;Gary;Eager;Male;1977-09-19;100;8;2;N;No;5 Kenwood Road;70;11
1958;Janina;Keme;Female;1985-09-01;43;7;3;N;No;29 Hansons Crossing;263;4
1959;Arlen;Klossek;Male;1978-09-18;18;4;3;N;Yes;493 Buell Point;924;8
1960;Falkner;Jochens;Male;1978-07-03;146;7;3;N;Yes;7 Del Mar Crossing;961;7
1961;Licha;Lyes;Female;1960-11-22;41;7;3;N;Yes;7 Elgar Plaza;226;9
1962;Paddie;Grunder;Male;1977-11-01;196;9;3;N;Yes;425 Marquette Way;106;10
1963;Syman;Trimnell;Male;1998-03-18;11;1;3;N;Yes;67104 Bunting Crossing;40;9
1964;Cara;Campbell-Dunlop;Female;1964-06-19;35;3;2;N;Yes;243 Raven Drive;982;3
1965;Bendicty;Powrie;Male;1973-12-14;65;9;3;N;Yes;248 School Park;606;8
1966;Moshe;Nicholl;Male;1993-10-31;#Н/Д;3;1;N;No;5 Onsgard Plaza;578;10
1967;Nomi;;Female;1985-11-19;185;6;2;N;Yes;38 Havey Place;504;5
1968;Frederica;Hughman;Female;1994-06-12;84;2;3;N;No;38 Armistice Alley;11;8
1969;Dimitry;Kunkler;Male;1961-07-06;93;5;3;N;Yes;34953 Oak Circle;144;10
1970;Carl;Eyre;Male;1982-08-23;17;6;3;N;No;18 Express Street;158;9
1971;Mariel;Dyke;Female;1998-02-10;#Н/Д;6;3;N;Yes;04046 Summit Avenue;887;9
1972;Obed;Pauler;Male;1989-07-14;#Н/Д;5;3;N;Yes;986 Hollow Ridge Crossing;765;7
1973;Fanni;Liffe;Female;1980-01-11;36;3;1;N;No;4622 Dixon Junction;47;8
1974;Aharon;Moller;Male;1958-06-15;7;7;3;N;Yes;3563 Darwin Avenue;546;9
1975;Tommie;Midden;Female;1965-10-19;42;4;2;N;No;38759 Butterfield Avenue;905;2
1976;Letitia;Coan;Female;1975-08-16;42;6;3;N;No;67125 Melody Place;400;8
1977;Myrtia;Paschke;Female;1977-10-04;#Н/Д;6;3;N;Yes;31 Northwestern Court;188;10
1978;Marge;Skerm;Female;1955-01-06;164;4;3;N;No;8 Farwell Parkway;291;2
1979;Ephrem;Cariss;Male;1960-05-15;179;6;3;N;Yes;19 Barby Parkway;852;4
1980;Kenneth;Viall;Male;1992-06-20;166;4;1;N;Yes;681 School Avenue;72;10
1981;Calv;Zelland;Male;1986-01-30;141;7;2;N;No;27 Dawn Lane;224;10
1982;Julee;Hallewell;Female;1968-03-30;142;3;1;N;Yes;366 International Way;165;8
1983;Kimberlee;Soonhouse;Female;1963-03-10;72;2;2;N;Yes;427 Rockefeller Drive;84;12
1984;Hewett;Alessandretti;Male;1999-06-01;30;4;3;N;Yes;5176 Division Hill;663;5
1985;Chrysler;Longstaffe;Female;1978-12-02;15;7;3;N;Yes;1 Raven Place;153;6
1986;Melania;Ruske;Female;1981-12-30;#Н/Д;9;3;N;No;29 Delaware Pass;363;8
1987;Jacobo;Rosenblum;Male;1956-06-08;51;4;2;N;No;42554 Burrows Court;107;10
1988;Kelwin;Goldsmith;Male;1957-04-15;137;8;3;N;No;726 Warrior Center;72;10
1989;Emalee;Guitel;Female;1973-07-21;81;8;1;N;Yes;500 Victoria Plaza;137;9
1990;Mira;Askham;U;;144;3;1;N;No;35 Debra Way;654;6
1991;Tobe;Godrich;Male;1993-09-27;176;4;3;N;Yes;62965 Morningstar Junction;838;9
1992;Shanta;Attrill;Female;1995-10-21;161;6;3;N;Yes;6698 Melody Crossing;942;8
1993;Agustin;Isworth;Male;1980-07-27;180;7;1;N;Yes;05919 Morning Parkway;31;11
1994;Gray;McLorinan;Female;1986-04-25;#Н/Д;6;1;N;No;6 Rockefeller Pass;529;7
1995;Mabel;Sallter;Female;1969-03-26;73;7;3;N;Yes;7875 Fieldstone Pass;886;10
1996;Filmer;Furby;Male;1985-12-29;60;6;3;N;No;59170 Westridge Junction;137;8
1997;Tedmund;Simonsson;Male;1996-09-27;60;7;3;N;No;3 Bonner Point;442;4
1998;Hamil;Britch;Male;1975-03-26;36;6;1;N;No;113 Lien Place;358;6
1999;Raquel;Bamlett;Female;1962-08-16;192;6;3;N;Yes;064 Fallview Terrace;924;7
2000;Kain;Rene;U;;9;5;1;N;Yes;32 Sutteridge Trail;314;1
2001;Mada;Martinho;Female;1977-10-06;104;6;3;N;Yes;3984 Clove Street;645;10
2002;Matilde;Hamsher;Female;1971-06-20;35;3;3;N;No;4 Rowland Plaza;269;4
2003;Lilli;Hargey;Female;1962-06-21;179;6;1;N;Yes;5157 Maple Wood Circle;348;8
2004;Brandy;Showering;Male;1963-06-12;192;6;2;N;Yes;559 Blackbird Street;954;2
2005;Marina;McElwee;Female;1978-08-20;69;6;1;N;No;6466 Troy Street;417;8
2006;Hyacinthia;Tuley;Female;1999-10-04;53;8;1;N;Yes;7135 Ruskin Avenue;359;11
2007;Gail;Scarrisbrick;Male;1970-04-13;44;6;3;N;Yes;5 Loftsgordon Avenue;59;12
2008;Jamill;Cudd;Male;1993-07-27;105;3;3;N;Yes;33 Del Mar Junction;235;8
2009;Neilla;Castrillo;Female;1960-03-16;178;4;2;N;Yes;06069 Hayes Road;91;8
2010;Duff;Guyer;Male;1974-01-31;78;6;1;N;Yes;828 Waubesa Pass;225;10
2011;Guthrie;MacAne;Male;1978-01-22;158;6;1;N;Yes;1 Bobwhite Circle;220;9
2012;Maisey;Lavell;Female;1972-09-07;167;4;1;N;No;3 Memorial Junction;115;11
2013;Marge;Girault;Female;1995-08-10;174;4;2;N;Yes;644 Mcbride Street;77;11
2014;Sandye;Avraam;Female;1990-05-25;10;6;3;N;Yes;23700 Dennis Way;70;11
2015;Charyl;Sibson;Female;1974-02-19;169;4;2;N;No;5795 Comanche Circle;986;2
2016;Laraine;Merioth;Female;1998-11-19;24;9;2;N;Yes;31 Scofield Trail;475;8
2017;Ezri;Sadry;Male;1995-02-11;135;3;2;N;Yes;218 Elka Point;168;10
2018;Richie;Matts;Male;1963-01-30;53;3;2;N;No;5468 Moose Lane;300;7
2019;Neda;Perkis;Female;1953-09-13;94;2;1;N;No;174 Calypso Crossing;425;7
2020;Portia;Proudlock;Female;1971-05-06;12;8;2;N;Yes;53358 David Circle;906;3
2021;Ulrica;Abelwhite;U;;56;5;1;N;Yes;0 3rd Road;820;9
2022;Mortimer;Iremonger;Male;1982-07-03;#Н/Д;5;2;N;No;9 Melvin Drive;133;7
2023;Marco;Denziloe;Male;1971-01-11;10;7;1;N;No;9670 4th Point;56;10
2024;Elinor;Biggerstaff;Female;2000-07-14;158;5;3;N;Yes;2228 Steensland Terrace;138;8
2025;Agosto;Thon;Male;1982-04-15;64;7;3;N;Yes;2 Thierer Place;816;8
2026;Anabelle;Rogerson;Female;1987-09-18;60;8;3;N;Yes;23 Huxley Road;515;7
2027;Whitney;Dahle;Male;1964-09-02;63;7;1;N;No;34 3rd Place;487;8
2028;Cathy;Parmley;Female;1976-12-10;18;9;2;N;Yes;63 Golf Crossing;204;8
2029;Charlie;Hastilow;Male;1992-03-10;37;6;3;N;No;1 Sloan Avenue;168;10
2030;Xymenes;Sprull;Male;1961-01-09;7;8;1;N;No;056 Pierstorff Alley;37;11
2031;Philbert;Albone;Male;1987-01-21;122;7;3;N;No;177 Anniversary Parkway;291;7
2032;Theodore;Chicchelli;Male;1983-09-09;136;8;3;N;Yes;18 Karstens Drive;224;10
2033;Mar;Philippon;Male;1971-08-31;164;4;1;N;No;6950 Morrow Street;271;3
2034;June;Haslam;Female;1974-01-10;150;6;3;N;No;8492 Autumn Leaf Center;661;2
2035;Kylie;Terese;Male;1979-06-01;53;4;3;N;No;91749 Portage Park;341;8
2036;Alix;Gilliland;Female;1977-04-29;#Н/Д;7;3;N;No;45 Waubesa Lane;883;9
2037;Irwin;Ryall;Male;1989-01-04;94;5;3;N;No;51739 Sundown Hill;4;9
2038;Fae;Done;Female;1959-11-26;60;3;3;N;Yes;95 Butterfield Circle;691;4
2039;Laureen;Blower;Female;1978-03-26;53;5;1;N;Yes;9 Porter Pass;830;6
2040;Gal;Scardafield;Male;1969-09-05;158;9;2;N;Yes;236 Fremont Alley;148;12
2041;Mort;Heath;Male;1957-10-27;157;3;3;N;No;46031 Hudson Place;70;11
2042;Bendix;Cooke;Male;1968-08-14;174;4;3;N;No;8 Crowley Terrace;414;8
2043;Veronike;Clampett;Female;1977-09-05;88;7;3;N;No;50532 Hoard Center;879;7
2044;Leyla;Eddington;Female;1998-08-02;86;4;3;N;Yes;56 Sommers Point;185;8
2045;Hermina;Franzel;Female;1984-07-03;158;3;1;N;No;0 Red Cloud Place;204;8
2046;Charis;Maas;Female;1959-07-27;34;7;3;N;Yes;24951 Michigan Pass;168;10
2047;Kirsten;Slegg;Female;1975-04-13;131;3;2;N;Yes;51960 Gulseth Point;4;12
2048;Sorcha;Genthner;Female;1960-04-13;120;3;1;N;No;144 Parkside Parkway;958;3
2049;Jud;Purchon;Male;1962-02-12;9;6;1;N;No;896 Helena Parkway;939;7
2050;Opal;Costa;Female;1954-06-26;14;7;3;N;Yes;89 Anhalt Park;97;11
2051;Teresita;Drinnan;Female;1959-06-15;190;6;2;N;No;1786 Orin Street;272;3
2052;Ganny;Sealeaf;Male;1955-11-30;#Н/Д;9;3;N;Yes;7 Green Ridge Way;417;8
2053;Horatius;Dufton;Male;1978-05-28;#Н/Д;3;2;N;Yes;2807 Northwestern Pass;631;8
2054;Horace;Gilpillan;Male;1995-08-21;#Н/Д;6;3;N;Yes;9362 Grim Plaza;964;1
2055;Harmon;Bakster;Male;1980-09-14;5;9;1;N;No;2 Sommers Drive;630;10
2056;Cristin;Smoughton;Female;1986-03-04;12;8;1;N;No;74164 Village Green Parkway;494;9
2057;Elianora;Sally;Female;1959-10-04;182;6;2;N;Yes;623 Melody Avenue;924;4
2058;Ronna;Wickersham;Female;1978-02-04;16;1;1;N;No;9 Roth Park;835;7
2059;Kylen;Gimson;Female;1977-02-15;81;7;1;N;No;18 Buhler Court;638;12
2060;Constancia;Akram;Female;1959-01-23;154;3;3;N;No;4 Sachtjen Drive;963;3
2061;Loralyn;;Female;1983-01-24;156;6;1;N;No;130 Hayes Crossing;165;9
2062;Guillermo;Kolakovic;Male;1976-08-19;31;9;3;N;No;9 Logan Court;364;9
2063;Benny;Crudge;Male;1963-06-17;163;4;2;N;No;8 Superior Hill;144;10
2064;Reynard;Jaffrey;Male;1969-05-19;94;4;3;N;Yes;575 Katie Terrace;448;1
2065;Silvio;Henrichs;Male;1978-03-13;156;9;3;N;Yes;9 Old Shore Street;932;7
2066;Skipp;McLarens;Male;1969-12-21;166;4;1;N;Yes;7949 Waywood Way;263;7
2067;Slade;Mulvin;Male;1979-05-05;174;4;3;N;No;2982 Monterey Way;631;10
2068;Wandie;Nare;Female;1956-08-08;97;7;1;N;No;692 Leroy Parkway;500;9
2069;Sol;Holdron;U;;90;5;3;N;Yes;9499 Alpine Drive;625;8
2070;Tiphany;Leppington;Female;1981-12-05;137;7;3;N;No;0442 Debra Point;239;7
2071;Ardis;Ramelet;Female;1978-02-07;#Н/Д;7;3;N;No;61 Upham Parkway;944;4
2072;Margie;Tillyer;Female;1960-04-20;22;3;3;N;Yes;63832 Maple Wood Court;621;9
2073;Linea;;Female;1974-01-30;#Н/Д;6;1;N;Yes;27 Rockefeller Plaza;942;8
2074;Roslyn;Rawdall;Female;1997-06-11;#Н/Д;3;3;N;No;95483 Washington Junction;328;9
2075;Devondra;Jovis;Female;1973-04-23;23;6;3;N;No;1396 Sugar Terrace;135;10
2076;Beatriz;Tweddle;Female;1969-06-03;8;6;3;N;Yes;8454 Pierstorff Way;105;11
2077;Tobe;Lindroos;Female;1992-02-26;113;3;3;N;Yes;2444 Aberg Hill;58;12
2078;Joice;Govett;Female;1989-08-30;111;6;3;N;No;73637 Nancy Street;313;1
2079;Eda;;Female;1956-07-29;2;7;1;N;No;9 Beilfuss Crossing;392;3
2080;Rosamond;Sainer;Female;1959-08-07;191;7;1;N;No;891 Mendota Junction;852;2
2081;Gelya;Coaker;Female;1972-06-21;143;3;3;N;No;73 Muir Trail;650;7
2082;Sybyl;Beekman;Female;1979-12-07;32;4;2;N;Yes;1 Raven Circle;306;7
2083;Karee;Ortler;Female;1980-07-18;#Н/Д;7;3;N;No;6563 Susan Pass;480;7
2084;Britni;Menguy;Female;1986-10-03;#Н/Д;5;3;N;Yes;59 Prentice Lane;939;7
2085;Carolynn;Samsin;Female;1956-05-03;173;4;3;N;No;65880 Cascade Drive;157;9
2086;Gayle;Cockerell;Male;1997-01-03;142;3;1;N;No;6632 Truax Hill;220;9
2087;Yehudi;Sandon;Male;1969-06-08;7;5;3;N;Yes;68882 Commercial Crossing;264;3
2088;Ernie;Wankel;Male;1969-10-09;144;3;3;N;Yes;949 Marquette Avenue;485;7
2089;Erie;Ballston;Male;1958-01-07;139;3;1;N;No;9953 Kim Lane;274;4
2090;Stanton;Schimoni;Male;1964-12-05;29;3;3;N;Yes;09 Pierstorff Point;936;6
2091;Dominga;Crosfield;Female;1980-06-22;39;1;3;N;No;158 Lindbergh Crossing;580;9
2092;Stavros;Hazelby;Male;1977-12-22;87;6;1;N;No;72 Ilene Point;368;8
2093;Salem;Doiley;Male;1999-09-10;135;3;1;N;No;4081 Lighthouse Bay Alley;816;9
2094;Merle;Pesticcio;Male;1984-01-27;12;7;3;N;No;794 Kennedy Court;971;2
2095;Anette;Guerreiro;Female;1989-11-13;2;6;2;N;No;3981 Karstens Place;364;8
2096;Torrie;Smartman;Female;1969-05-21;45;10;1;N;Yes;88039 Melody Lane;541;9
2097;Web;Decaze;Male;1988-04-08;48;10;3;N;No;344 Rockefeller Way;789;2
2098;Ame;Tossell;Female;1969-12-13;164;4;1;N;No;434 Eggendart Circle;231;12
2099;Mikel;McKechnie;Male;1959-10-03;142;3;1;N;Yes;0 Waubesa Alley;236;6
2100;Der;Blatcher;Male;1978-05-30;33;5;3;N;No;831 Prairieview Trail;919;1
2101;Maryann;;Female;1998-03-08;25;7;3;N;Yes;884 Surrey Pass;776;7
2102;Carl;Penquet;Male;1976-01-08;143;7;2;N;No;60424 Bultman Terrace;110;10
2103;Jayme;Hendin;Male;1975-09-22;14;3;2;N;No;882 Merry Trail;963;4
2104;Livy;Roote;Female;1979-01-29;59;3;3;N;No;47878 Pond Park;857;3
2105;Terrance;Goligher;Male;1971-11-11;166;4;1;N;Yes;7 Porter Parkway;232;8
2106;Antons;Ley;Male;1970-03-19;47;3;1;N;Yes;984 Waubesa Pass;812;6
2107;Dre;Ferrillo;Female;1992-07-10;12;5;2;N;Yes;91933 Artisan Avenue;407;9
2108;Michel;O'Halligan;Female;1985-11-24;90;8;3;N;Yes;624 Atwood Circle;157;8
2109;Grazia;Vinson;Female;1965-04-13;98;4;1;N;Yes;15 Mcguire Junction;853;6
2110;Gard;Marris;Male;1973-07-31;125;6;1;N;No;21 South Avenue;71;11
2111;Ellis;Vokes;Male;1973-12-28;150;8;2;N;Yes;4 Macpherson Street;589;4
2112;Aubrie;Glaum;Female;1993-05-17;101;3;3;N;Yes;5965 Glacier Hill Terrace;481;9
2113;Nita;Bushell;Female;1972-01-06;83;6;2;N;No;556 Esch Street;81;12
2114;Erick;Caveill;Male;1954-11-29;52;1;1;N;No;25943 Montana Street;400;8
2115;Shannon;Pflieger;Male;1975-08-31;166;4;3;N;Yes;2 Dawn Avenue;844;5
2116;Wyndham;Ecob;Male;1979-01-20;51;3;2;N;Yes;35 Harbort Way;301;8
2117;Llywellyn;Christall;Male;1995-06-14;15;4;2;N;No;464 Bonner Place;467;8
2118;Ulrick;Calyton;Male;1978-07-22;118;7;1;N;No;0899 Judy Pass;524;10
2119;Dorise;Bellon;Female;1985-03-01;142;3;3;N;No;43 Sunbrook Terrace;865;10
2120;Clare;Attoe;Male;1997-01-03;65;6;3;N;No;34 Vidon Way;494;8
2121;Clarita;Jaqueminet;Female;1989-02-15;37;3;3;N;Yes;85 Cody Hill;425;8
2122;Osborne;Nawton;Male;1973-01-27;174;4;1;N;Yes;8209 Tony Plaza;444;1
2123;Shirley;Negal;Female;1993-03-19;146;6;2;N;No;65675 Spenser Way;658;12
2124;Damien;Bartczak;Male;1978-01-30;#Н/Д;9;1;N;No;042 Saint Paul Parkway;424;10
2125;Laurene;Linstead;Female;1975-01-27;64;3;1;N;No;3516 Kensington Lane;157;9
2126;Hugibert;Getcliff;Male;1958-03-29;42;4;3;N;Yes;26064 Morningstar Junction;320;2
2127;Wanids;Baudet;Female;1974-02-15;159;6;3;N;No;686 Rusk Parkway;362;8
2128;Gregorius;Cockram;Male;1976-09-25;78;8;2;N;Yes;7518 Canary Parkway;135;9
2129;Barron;Waszkiewicz;Male;1980-10-07;188;6;1;N;No;32 Spenser Crossing;459;1
2130;Evangelina;Coxhell;Female;1990-01-01;60;8;1;N;Yes;654 Kim Parkway;625;3
2131;Nettle;Painter;Female;1971-03-21;132;7;3;N;Yes;0 Moose Court;53;12
2132;Davina;Dougary;Female;1985-02-02;126;3;1;N;Yes;99000 Petterle Drive;52;9
2133;Clarissa;Blaisdale;Female;1998-01-20;25;3;1;N;No;549 Longview Terrace;809;9
2134;Crosby;Ruoff;Male;2000-02-21;37;6;2;N;No;1861 Golf Course Circle;202;8
2135;Teador;Laurant;Male;1980-09-18;60;7;3;N;Yes;27 Mayer Lane;743;7
2136;Heather;Golsworthy;Female;1965-07-12;172;4;1;N;Yes;47336 Garrison Court;960;1
2137;Renie;;Female;1971-06-22;185;6;2;N;No;27 Drewry Road;95;10
2138;Jonell;Gon;Female;1978-11-28;81;6;1;N;No;75581 Express Center;926;3
2139;Carolina;Brands;Female;1982-02-06;70;5;2;N;Yes;5 Fairfield Parkway;356;8
2140;Hilario;Ramsdell;Male;1976-09-30;28;10;1;N;No;47 Kensington Avenue;385;4
2141;Georgie;Bruggen;Female;1964-08-21;44;3;1;N;Yes;9870 Brickson Park Trail;202;8
2142;Marti;McComish;Female;1979-07-02;12;7;2;N;No;3 Memorial Terrace;225;10
2143;Napoleon;Terron;Male;1963-12-23;14;7;1;N;Yes;4559 Sundown Trail;138;8
2144;Maureene;Kingstne;Female;1978-04-11;130;8;3;N;Yes;45613 Meadow Valley Center;792;6
2145;Adrea;Quittonden;Female;1959-11-11;84;2;2;N;Yes;2 Spaight Road;195;10
2146;Timmie;Lenden;Male;1967-01-25;#Н/Д;7;3;N;No;59694 1st Crossing;926;7
2147;Franzen;Kielty;Male;1998-11-04;21;7;1;N;Yes;124 Fulton Crossing;961;3
2148;Annis;Freeth;Female;1989-03-20;189;6;3;N;Yes;2800 Dottie Trail;523;10
2149;Lana;Druce;Female;1978-05-19;43;7;1;N;No;4 Mosinee Lane;869;5
2150;Huntlee;Pashba;Male;1959-09-05;#Н/Д;9;2;N;Yes;0799 Florence Street;80;9
2151;Herrick;Gammett;Male;1986-10-23;#Н/Д;2;2;N;No;5882 American Ash Point;661;3
2152;Junina;Labone;Female;1968-11-05;114;6;3;N;Yes;13852 Burning Wood Terrace;181;1
2153;Jimmy;;Male;1986-10-13;121;3;3;N;No;735 Eastlawn Place;865;8
2154;Bird;Bolf;Female;1980-01-08;185;6;1;N;No;6 Sauthoff Court;133;9
2155;Fayth;Millions;Female;1964-01-09;78;7;3;N;No;1788 Columbus Trail;933;4
2156;Darill;Mowday;Male;1977-04-08;17;9;3;N;Yes;32705 Shelley Junction;621;8
2157;Alidia;Petyankin;Female;1978-01-30;76;8;3;N;No;0 Delladonna Parkway;641;10
2158;Caesar;Begbie;Male;1960-12-18;41;2;3;N;No;79291 3rd Circle;414;8
2159;Godfrey;Bottini;Male;1963-10-05;#Н/Д;7;1;N;Yes;8 Bunting Hill;147;10
2160;Kettie;Cantopher;Female;1971-06-26;48;4;3;N;Yes;63 School Plaza;135;9
2161;Tommie;Mardle;Male;1998-01-14;#Н/Д;3;3;N;No;0134 Swallow Pass;487;6
2162;Andrew;Blunt;Male;1974-05-09;131;3;1;N;Yes;47204 Rigney Street;425;6
2163;Tim;Guilliatt;Male;1996-12-25;63;7;3;N;Yes;9732 Swallow Way;405;8
2164;Toinette;Clementson;Female;1973-08-16;121;3;3;N;Yes;80 Cordelia Street;821;5
2165;Marlie;Teesdale;U;;186;6;2;N;No;88175 Center Road;241;4
2166;Mareah;Woodnutt;Female;1984-11-09;37;8;3;N;No;5 Muir Circle;26;12
2167;Laina;Semorad;Female;1997-07-11;84;2;3;N;No;6 Tennyson Place;128;9
2168;Levon;Woollard;Male;1974-11-16;157;3;3;N;Yes;698 Lunder Point;9;10
2169;Jarrad;Atwell;Male;1979-02-28;144;3;3;N;No;5 Dixon Junction;279;2
2170;Dewitt;Laight;Male;1963-04-27;190;6;2;N;No;5890 Comanche Trail;700;6
2171;Laryssa;Maes;Female;1970-02-10;173;4;1;N;No;6621 Carberry Crossing;536;8
2172;Emmery;Angrock;Male;1979-01-05;30;4;2;N;Yes;322 Scott Plaza;165;5
2173;Gracia;McAteer;Female;1976-09-21;29;5;3;N;Yes;15811 La Follette Park;425;7
2174;Rock;Vickerstaff;Male;1962-09-21;2;1;1;N;No;67143 Bluejay Court;884;8
2175;Elvyn;Bullas;Male;1985-11-01;96;4;3;N;No;966 Emmet Trail;471;10
2176;Josie;Gallemore;Female;1962-11-09;70;8;1;N;Yes;49530 Evergreen Lane;612;10
2177;Waverly;Creebo;Male;1977-10-08;177;4;3;N;No;9582 Fremont Center;28;11
2178;Veriee;Colthard;Female;1954-03-18;35;9;3;N;No;3 Declaration Circle;912;7
2179;Benson;cornhill;Male;1960-08-20;17;6;3;N;No;8142 Tomscot Drive;856;4
